,,,,,,,,,,,,,,Buy,,,,,,,,,,,,,Sell,,,,,,,,,,,
,nifty_buy1.3,nifty_buy1.5,nifty_buy1.7,nifty_buy3.3,nifty_buy3.5,nifty_buy3.7,nifty_buy5.3,nifty_buy5.5,nifty_buy5.7,nifty1,nifty3,nifty5,Close, ret1.3 , ret1.5 , ret1.7 , ret3.3 , ret3.5 , ret3.7 , ret5.3 , ret5.5 , ret5.7 ,ret1,ret3,ret5,, ret1.3 , ret1.5 , ret1.7 , ret3.3 , ret3.5 , ret3.7 , ret5.3 , ret5.5 , ret5.7 ,ret1,ret3,ret5
522,1,0,0,1,0,1,1,0,1,1,1,1,14310.8,0.014,0,0,0.021,0,0.021,-0.001,0,-0.001,0.014,0.021,0,,0,-0.013,-0.013,0,-0.021,0,0,0.001,0,,,
523,1,1,1,1,1,1,1,1,1,1,1,1,14504.8,0.005,0.005,0.005,-0.01,-0.01,-0.01,-0.007,-0.007,-0.007,0.005,-0.01,0,,0,0,0,0,0,0,0,0,0,,,
524,0,1,1,1,1,1,1,1,1,1,1,1,14581.45,0,0.002,0.002,-0.02,-0.02,-0.02,-0.016,-0.016,-0.016,0.002,-0.02,0,,-0.002,0,0,0,0,0,0,0,0,,,
525,0,1,1,0,1,1,0,1,1,1,1,1,14617.85,0,-0.018,-0.018,0,-0.014,-0.014,0,-0.009,-0.009,-0.018,-0.014,0,,0.018,0,0,0.015,0,0,0.009,0,0,,,
526,0,0,1,0,0,1,0,0,1,1,1,1,14359.45,0,0,-0.004,0,0,-0.001,0,0,0.02,-0.004,-0.001,0,,0.004,0.004,0,0.001,0.001,0,-0.02,-0.02,0,,,
527,1,1,1,1,1,1,1,1,1,1,1,1,14296.4,0.008,0.008,0.008,0.013,0.013,0.013,0.04,0.04,0.04,0.008,0.013,0,,0,0,0,0,0,0,0,0,0,,,
528,1,1,1,1,1,1,1,1,1,1,1,1,14406.15,-0.004,-0.004,-0.004,0.017,0.017,0.017,0.034,0.034,0.034,-0.004,0.017,0,,0,0,0,0,0,0,0,0,0,,,
529,0,1,1,0,1,1,1,1,1,1,1,1,14341.35,0,0.01,0.01,0,0.036,0.036,0.02,0.02,0.02,0.01,0.036,0,,-0.01,0,0,-0.035,0,0,0,0,0,,,
530,0,1,1,0,1,1,0,1,1,1,1,1,14485,0,0.012,0.012,0,0.028,0.028,0,0.01,0.01,0.012,0.028,0,,-0.011,0,0,-0.028,0,0,-0.01,0,0,,,
531,1,1,1,1,1,1,1,1,1,1,1,1,14653.05,0.014,0.014,0.014,-0.001,-0.001,-0.001,-0.011,-0.011,-0.011,0.014,-0.001,0,,0,0,0,0,0,0,0,0,0,,,
532,1,1,1,1,1,1,1,1,1,1,1,1,14864.55,0.002,0.002,0.002,-0.015,-0.015,-0.015,-0.017,-0.017,-0.017,0.002,-0.015,0,,0,0,0,0,0,0,0,0,0,,,
533,1,1,1,1,1,1,1,1,1,1,1,1,14894.9,-0.018,-0.018,-0.018,-0.027,-0.027,-0.027,-0.011,-0.011,-0.011,-0.018,-0.027,0,,0,0,0,0,0,0,0,0,0,,,
534,1,1,1,1,1,1,1,1,1,1,1,1,14631.1,0,0,0,-0.001,-0.001,-0.001,0.013,0.013,0.013,0,-0.001,0,,0,0,0,0,0,0,0,0,0,,,
535,1,1,1,1,1,1,1,1,1,1,1,1,14634.15,-0.009,-0.009,-0.009,0.006,0.006,0.006,0.021,0.021,0.021,-0.009,0.006,0,,0,0,0,0,0,0,0,0,0,,,
536,1,1,1,1,1,1,1,1,1,1,1,1,14496.5,0.008,0.008,0.008,0.023,0.023,0.023,0.024,0.024,0.024,0.008,0.023,0,,0,0,0,0,0,0,0,0,0,,,
537,1,1,1,1,1,1,1,1,1,1,1,1,14617.85,0.007,0.007,0.007,0.022,0.022,0.022,0.005,0.005,0.005,0.007,0.022,0,,0,0,0,0,0,0,0,0,0,,,
538,1,1,1,1,1,1,1,1,1,1,1,1,14724.8,0.007,0.007,0.007,0.009,0.009,0.009,-0.003,-0.003,-0.003,0.007,0.009,0,,0,0,0,0,0,0,0,0,0,,,
539,1,1,1,1,1,1,1,1,1,1,1,1,14823.15,0.008,0.008,0.008,-0.009,-0.009,-0.009,0.007,0.007,0.007,0.008,-0.009,0,,0,0,0,0,0,0,0,0,0,,,
540,1,0,1,1,0,1,1,1,1,1,1,1,14942.35,-0.006,0,-0.006,-0.018,0,-0.018,0.011,0.011,0.011,-0.006,-0.018,0,,0,0.006,0,0,0.018,0,0,0,0,,,
541,1,1,1,1,1,1,1,1,1,1,1,1,14850.75,-0.01,-0.01,-0.01,0.005,0.005,0.005,0.012,0.012,0.012,-0.01,0.005,0,,0,0,0,0,0,0,0,0,0,,,
542,1,1,0,1,1,0,1,1,1,1,1,1,14696.5,-0.001,-0.001,0,0.028,0.028,0,0.014,0.014,0.014,-0.001,0.028,0,,0,0,0.001,0,0,-0.027,0,0,0,,,
543,1,1,0,1,1,0,1,1,1,1,1,1,14677.8,0.017,0.017,0,0.024,0.024,0,0.034,0.034,0.034,0.017,0.024,0,,0,0,-0.016,0,0,-0.023,0,0,0,,,
544,0,1,1,0,1,1,0,1,1,1,1,1,14923.15,0,0.012,0.012,0,-0.001,-0.001,0,0.018,0.018,0.012,-0.001,0,,-0.012,0,0,0.001,0,0,-0.018,0,0,,,
545,1,0,1,1,0,1,1,1,1,1,1,1,15108.1,-0.005,0,-0.005,0.004,0,0.004,0.007,0.007,0.007,-0.005,0.004,0,,0,0.005,0,0,-0.004,0,0,0,0,,,
546,1,0,0,1,0,1,1,0,1,1,1,1,15030.15,-0.008,0,0,0.011,0,0.011,0.018,0,0.018,-0.008,0.011,0,,0,0.008,0.008,0,-0.011,0,0,-0.018,0,,,
547,1,0,1,1,0,1,1,1,1,1,1,1,14906.05,0.018,0,0.018,0.02,0,0.02,0.029,0.029,0.029,0.018,0.02,0,,0,-0.018,0,0,-0.02,0,0,0,0,,,
548,1,1,1,1,1,1,1,1,1,1,1,1,15175.3,0.001,0.001,0.001,0.008,0.008,0.008,0.017,0.017,0.017,0.001,0.008,0,,0,0,0,0,0,0,0,0,0,,,
549,0,1,1,0,1,1,0,1,1,1,1,1,15197.7,0,0.001,0.001,0,0.009,0.009,0,0.025,0.025,0.001,0.009,0,,-0.001,0,0,-0.009,0,0,-0.025,0,0,,,
550,0,0,0,0,1,1,0,1,1,1,1,1,15208.45,0,0,0,0,0.015,0.015,0,0.024,0.024,0.006,0.015,0,,-0.006,-0.006,-0.006,-0.015,0,0,-0.024,0,0,,,
551,0,1,0,0,1,0,1,1,1,1,1,1,15301.45,0,0.002,0,0,0.018,0,0.018,0.018,0.018,0.002,0.018,0,,-0.002,0,-0.002,-0.018,0,-0.018,0,0,0,,,
552,1,1,0,1,1,0,1,1,1,1,1,1,15337.85,0.006,0.006,0,0.015,0.015,0,0.023,0.023,0.023,0.006,0.015,0,,0,0,-0.006,0,0,-0.015,0,0,0,,,
553,1,1,0,1,1,1,1,1,1,1,1,1,15435.65,0.01,0.01,0,0.009,0.009,0.009,0.015,0.015,0.015,0.01,0.009,0,,0,0,-0.009,0,0,0,0,0,0,,,
554,0,0,1,0,0,1,0,1,1,1,1,1,15582.8,0,0,-0.001,0,0,0.007,0,0.011,0.011,-0.001,0.007,0,,0.001,0.001,0,-0.007,-0.007,0,-0.011,0,0,,,
555,1,0,1,1,0,1,1,1,1,1,1,1,15574.85,0,0,0,0.006,0,0.006,0.011,0.011,0.011,0,0.006,0,,0,0,0,0,-0.006,0,0,0,0,,,
556,1,0,1,1,0,1,1,1,1,1,1,1,15576.2,0.007,0,0.007,0.011,0,0.011,0.004,0.004,0.004,0.007,0.011,0,,0,-0.007,0,0,-0.011,0,0,0,0,,,
557,0,1,0,0,1,0,1,1,1,1,1,1,15690.35,0,-0.001,0,0,0.003,0,0.003,0.003,0.003,-0.001,0.003,0,,0.001,0,0.001,-0.003,0,-0.003,0,0,0,,,
558,0,1,0,0,1,0,0,1,0,1,1,1,15670.25,0,0.005,0,0,-0.002,0,0,0.008,0,0.005,-0.002,0,,-0.005,0,-0.005,0.002,0,0.002,-0.008,0,-0.008,,,
559,0,1,0,0,1,0,1,1,0,1,1,1,15751.65,0,-0.001,0,0,-0.001,0,0.004,0.004,0,-0.001,-0.001,0,,0.001,0,0.001,0.001,0,0.001,0,0,-0.004,,,
560,0,1,1,1,1,1,1,1,1,1,1,1,15740.1,0,-0.007,-0.007,0.004,0.004,0.004,0.008,0.008,0.008,-0.007,0.004,0,,0.007,0,0,0,0,0,0,0,0,,,
561,1,0,1,1,0,1,1,0,1,1,1,1,15635.35,0.007,0,0.007,0.011,0,0.011,0.008,0,0.008,0.007,0.011,0,,0,-0.007,0,0,-0.011,0,0,-0.008,0,,,
562,1,0,1,1,0,1,1,0,1,1,1,1,15737.75,0.004,0,0.004,0.008,0,0.008,-0.003,0,-0.003,0.004,0.008,0,,0,-0.004,0,0,-0.008,0,0,0.003,0,,,
563,0,0,1,1,0,1,1,0,1,1,1,1,15799.35,0,0,0.001,-0.002,0,-0.002,-0.007,0,-0.007,0.001,-0.002,0,,-0.001,-0.001,0,0,0.002,0,0,0.007,0,,,
564,1,1,0,1,1,0,1,1,0,1,1,1,15811.85,0.004,0.004,0,-0.008,-0.008,0,-0.004,-0.004,0,0.004,-0.008,0,,0,0,-0.004,0,0,0.008,0,0,0.004,,,
565,0,1,0,0,1,0,0,1,0,1,1,1,15869.25,0,-0.006,0,0,-0.012,0,0,-0.006,0,-0.006,-0.012,0,,0.006,0,0.006,0.012,0,0.012,0.006,0,0.006,,,
566,0,1,0,0,1,1,0,1,1,1,1,1,15767.55,0,-0.005,0,0,-0.001,-0.001,0,-0.005,-0.005,-0.005,-0.001,0,,0.005,0,0.005,0.001,0,0,0.005,0,0,,,
567,1,1,1,1,1,1,1,1,1,1,1,1,15691.4,-0.001,-0.001,-0.001,0.005,0.005,0.005,0.006,0.006,0.006,-0.001,0.005,0,,0,0,0,0,0,0,0,0,0,,,
568,1,0,1,1,0,1,1,0,1,1,1,1,15683.35,0.004,0,0.004,0,0,0,0.011,0,0.011,0.004,0,0,,0,-0.004,0,0,0,0,0,-0.011,0,,,
569,1,0,0,1,0,1,1,0,1,1,1,1,15746.5,0.002,0,0,0.003,0,0.003,0.004,0,0.004,0.002,0.003,0,,0,-0.002,-0.002,0,-0.003,0,0,-0.004,0,,,
570,1,1,0,1,1,1,1,1,1,1,1,1,15772.75,-0.005,-0.005,0,0.006,0.006,0.006,-0.002,-0.002,-0.002,-0.005,0.006,0,,0,0,0.005,0,0,0,0,0,0,,,
571,1,1,1,1,1,1,1,1,1,1,1,1,15686.95,0.007,0.007,0.007,0.008,0.008,0.008,0.002,0.002,0.002,0.007,0.008,0,,0,0,0,0,0,0,0,0,0,,,
572,0,1,0,0,1,1,0,1,1,1,1,1,15790.45,0,0.004,0,0,-0.003,-0.003,0,-0.007,-0.007,0.004,-0.003,0,,-0.004,0,-0.004,0.003,0,0,0.007,0,0,,,
573,0,0,1,0,1,1,0,1,1,1,1,1,15860.35,0,0,-0.003,0,-0.009,-0.009,0,-0.009,-0.009,-0.003,-0.009,0,,0.003,0.003,0,0.009,0,0,0.009,0,0,,,
574,1,0,1,1,0,1,1,0,1,1,1,1,15814.7,-0.004,0,-0.004,-0.009,0,-0.009,0.001,0,0.001,-0.004,-0.009,0,,0,0.004,0,0,0.009,0,0,-0.001,0,,,
575,1,0,1,1,1,1,1,1,1,1,1,1,15748.45,-0.002,0,-0.002,-0.002,-0.002,-0.002,0.004,0.004,0.004,-0.002,-0.002,0,,0,0.002,0,0,0,0,0,0,0,,,
576,0,0,1,0,1,1,1,1,1,1,1,1,15721.5,0,0,-0.003,0,0.007,0.007,0.01,0.01,0.01,-0.003,0.007,0,,0.003,0.003,0,-0.007,0,0,0,0,0,,,
577,0,1,1,0,1,1,0,1,1,1,1,1,15680,0,0.003,0.003,0,0.009,0.009,0,0.003,0.003,0.003,0.009,0,,-0.003,0,0,-0.009,0,0,-0.003,0,0,,,
578,0,1,1,0,1,1,0,1,1,1,1,1,15722.2,0,0.007,0.007,0,0.01,0.01,0,-0.002,-0.002,0.007,0.01,0,,-0.007,0,0,-0.01,0,0,0.002,0,0,,,
579,1,1,1,1,1,1,1,1,1,1,1,1,15834.35,-0.001,-0.001,-0.001,-0.007,-0.007,-0.007,-0.009,-0.009,-0.009,-0.001,-0.007,0,,0,0,0,0,0,0,0,0,0,,,
580,1,1,1,1,1,1,1,1,1,1,1,1,15818.25,0.004,0.004,0.004,-0.008,-0.008,-0.008,0,0,0,0.004,-0.008,0,,0,0,0,0,0,0,0,0,0,,,
581,1,0,1,1,1,1,1,1,1,1,1,1,15879.65,-0.01,0,-0.01,-0.012,-0.012,-0.012,-0.002,-0.002,-0.002,-0.01,-0.012,0,,0,0.01,0,0,0,0,0,0,0,,,
582,1,1,1,1,1,1,1,1,1,1,1,1,15727.9,-0.002,-0.002,-0.002,0.005,0.005,0.005,0.012,0.012,0.012,-0.002,0.005,0,,0,0,0,0,0,0,0,0,0,,,
583,1,1,1,1,1,1,1,1,1,1,1,1,15689.8,0,0,0,0.01,0.01,0.01,0.015,0.015,0.015,0,0.01,0,,0,0,0,0,0,0,0,0,0,,,
584,1,1,1,1,1,1,1,1,1,1,1,1,15692.6,0.008,0.008,0.008,0.015,0.015,0.015,0.004,0.004,0.004,0.008,0.015,0,,0,0,0,0,0,0,0,0,0,,,
585,0,1,1,1,1,1,1,1,1,1,1,1,15812.35,0,0.003,0.003,0.007,0.007,0.007,-0.011,-0.011,-0.011,0.003,0.007,0,,-0.003,0,0,0,0,0,0,0,0,,,
586,0,1,0,1,1,1,1,1,1,1,1,1,15853.95,0,0.004,0,-0.006,-0.006,-0.006,-0.002,-0.002,-0.002,0.004,-0.006,0,,-0.004,0,-0.004,0,0,0,0,0,0,,,
587,1,1,0,1,1,1,1,1,1,1,1,1,15924.2,0,0,0,-0.018,-0.018,-0.018,-0.004,-0.004,-0.004,0,-0.018,0,,0,0,0,0,0,0,0,0,0,,,
588,1,1,1,1,1,1,1,1,1,1,1,1,15923.4,-0.011,-0.011,-0.011,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.011,-0.006,0,,0,0,0,0,0,0,0,0,0,,,
589,1,1,1,1,1,1,1,1,1,1,1,1,15752.4,-0.008,-0.008,-0.008,0.007,0.007,0.007,0,0,0,-0.008,0.007,0,,0,0,0,0,0,0,0,0,0,,,
590,1,0,1,1,0,1,1,0,1,1,1,1,15632.1,0.012,0,0.012,0.012,0,0.012,0.005,0,0.005,0.012,0.012,0,,0,-0.012,0,0,-0.012,0,0,-0.005,0,,,
591,1,0,1,1,1,1,1,1,1,1,1,1,15824.05,0.002,0,0.002,-0.005,-0.005,-0.005,-0.003,-0.003,-0.003,0.002,-0.005,0,,0,-0.002,0,0,0,0,0,0,0,,,
592,1,1,1,1,1,1,1,1,1,1,1,1,15856.05,-0.002,-0.002,-0.002,-0.009,-0.009,-0.009,-0.006,-0.006,-0.006,-0.002,-0.009,0,,0,0,0,0,0,0,0,0,0,,,
593,1,1,1,1,1,1,1,1,1,1,1,1,15824.45,-0.005,-0.005,-0.005,-0.003,-0.003,-0.003,0.004,0.004,0.004,-0.005,-0.003,0,,0,0,0,0,0,0,0,0,0,,,
594,0,1,1,0,1,1,0,1,1,1,1,1,15746.45,0,-0.002,-0.002,0,0.001,0.001,0,0.024,0.024,-0.002,0.001,0,,0.002,0,0,-0.001,0,0,-0.024,0,0,,,
595,0,1,1,1,1,1,1,1,1,1,1,1,15709.4,0,0.004,0.004,0.011,0.011,0.011,0.035,0.035,0.035,0.004,0.011,0,,-0.004,0,0,0,0,0,0,0,0,,,
596,1,1,1,1,1,1,1,1,1,1,1,1,15778.45,-0.001,-0.001,-0.001,0.022,0.022,0.022,0.033,0.033,0.033,-0.001,0.022,0,,0,0,0,0,0,0,0,0,0,,,
597,1,1,1,1,1,1,1,1,1,1,1,1,15763.05,0.008,0.008,0.008,0.031,0.031,0.031,0.03,0.03,0.03,0.008,0.031,0,,0,0,0,0,0,0,0,0,0,,,
598,1,1,1,1,1,1,1,1,1,1,1,1,15885.15,0.015,0.015,0.015,0.026,0.026,0.026,0.023,0.023,0.023,0.015,0.026,0,,0,0,0,0,0,0,0,0,0,,,
599,1,1,1,1,1,1,1,1,1,1,1,1,16130.75,0.008,0.008,0.008,0.007,0.007,0.007,0.009,0.009,0.009,0.008,0.007,0,,0,0,0,0,0,0,0,0,0,,,
600,1,1,1,1,1,1,1,1,1,1,1,1,16258.8,0.002,0.002,0.002,0,0,0,0.001,0.001,0.001,0.002,0,0,,0,0,0,0,0,0,0,0,0,,,
601,1,1,1,1,1,1,1,1,1,1,1,1,16294.6,-0.003,-0.003,-0.003,-0.001,-0.001,-0.001,0.004,0.004,0.004,-0.003,-0.001,0,,0,0,0,0,0,0,0,0,0,,,
602,0,1,1,1,1,1,1,1,1,1,1,1,16238.2,0,0.001,0.001,0.003,0.003,0.003,0.018,0.018,0.018,0.001,0.003,0,,-0.001,0,0,0,0,0,0,0,0,,,
603,1,1,1,1,1,1,1,1,1,1,1,1,16258.25,0.001,0.001,0.001,0.007,0.007,0.007,0.019,0.019,0.019,0.001,0.007,0,,0,0,0,0,0,0,0,0,0,,,
604,1,1,1,1,1,1,1,1,1,1,1,1,16280.1,0,0,0,0.015,0.015,0.015,0.021,0.021,0.021,0,0.015,0,,0,0,0,0,0,0,0,0,0,,,
605,1,1,1,1,1,1,1,1,1,1,1,1,16282.25,0.005,0.005,0.005,0.017,0.017,0.017,0.018,0.018,0.018,0.005,0.017,0,,0,0,0,0,0,0,0,0,0,,,
606,1,1,0,1,1,0,1,1,1,1,1,1,16364.4,0.01,0.01,0,0.015,0.015,0,0.005,0.005,0.005,0.01,0.015,0,,0,0,-0.01,0,0,-0.015,0,0,0,,,
607,1,1,1,1,1,0,1,1,1,1,1,1,16529.1,0.002,0.002,0.002,0.002,0.002,0,-0.002,-0.002,-0.002,0.002,0.002,0,,0,0,0,0,0,-0.002,0,0,0,,,
608,1,1,0,1,1,0,1,1,1,1,1,1,16563.05,0.003,0.003,0,-0.007,-0.007,0,0.004,0.004,0.004,0.003,-0.007,0,,0,0,-0.003,0,0,0.007,0,0,0,,,
609,0,1,1,0,1,1,1,1,1,1,1,1,16614.6,0,-0.003,-0.003,0,-0.007,-0.007,0.001,0.001,0.001,-0.003,-0.007,0,,0.003,0,0,0.007,0,0,0,0,0,,,
610,1,0,1,1,0,1,0,0,1,1,1,1,16568.85,-0.007,0,-0.007,0.003,0,0.003,0,0,0.004,-0.007,0.003,0,,0,0.007,0,0,-0.003,0,-0.004,-0.004,0,,,
611,1,0,1,1,0,1,1,0,1,1,1,1,16450.5,0.003,0,0.003,0.011,0,0.011,0.015,0,0.015,0.003,0.011,0,,0,-0.003,0,0,-0.011,0,0,-0.015,0,,,
612,1,0,1,1,0,1,1,0,1,1,1,1,16496.45,0.008,0,0.008,0.009,0,0.009,0.026,0,0.026,0.008,0.009,0,,0,-0.008,0,0,-0.008,0,0,-0.026,0,,,
613,0,1,0,0,1,0,0,1,1,1,1,1,16624.6,0,0.001,0,0,0.005,0,0,0.031,0.031,0.001,0.005,0,,-0.001,0,-0.001,-0.005,0,-0.005,-0.03,0,0,,,
614,0,1,0,0,1,0,0,1,0,1,1,1,16634.65,0,0,0,0,0.018,0,0,0.027,0,0,0.018,0,,0,0,0,-0.018,0,-0.018,-0.026,0,-0.026,,,
615,1,1,0,1,1,0,1,1,0,1,1,1,16636.9,0.004,0.004,0,0.03,0.03,0,0.036,0.036,0,0.004,0.03,0,,0,0,-0.004,0,0,-0.029,0,0,-0.035,,,
616,1,0,1,1,0,1,1,0,1,1,1,1,16705.2,0.014,0,0.014,0.022,0,0.022,0.037,0,0.037,0.014,0.022,0,,0,-0.013,0,0,-0.022,0,0,-0.036,0,,,
617,1,0,1,1,0,1,1,0,1,1,1,1,16931.05,0.012,0,0.012,0.018,0,0.018,0.026,0,0.026,0.012,0.018,0,,0,-0.012,0,0,-0.018,0,0,-0.026,0,,,
618,1,0,0,1,0,1,1,0,1,1,1,1,17132.2,-0.003,0,0,0.011,0,0.011,0.013,0,0.013,-0.003,0.011,0,,0,0.003,0.003,0,-0.011,0,0,-0.013,0,,,
619,1,0,1,0,0,1,0,0,1,1,1,1,17076.25,0.009,0,0.009,0,0,0.018,0,0,0.016,0.009,0.018,0,,0,-0.009,0,-0.017,-0.017,0,-0.016,-0.016,0,,,
620,0,1,1,0,1,1,0,1,1,1,1,1,17234.15,0,0.005,0.005,0,0.007,0.007,0,0.008,0.008,0.005,0.007,0,,-0.005,0,0,-0.007,0,0,-0.008,0,0,,,
621,0,1,1,0,1,1,0,1,1,1,1,1,17323.6,0,0.003,0.003,0,0.002,0.002,0,0.002,0.002,0.003,0.002,0,,-0.003,0,0,-0.002,0,0,-0.002,0,0,,,
622,0,0,1,0,0,1,0,0,1,1,1,1,17377.8,0,0,-0.001,0,0,0,0,0,0,-0.001,0,0,,0.001,0.001,0,0,0,0,0,0,0,,,
623,0,1,1,0,1,1,0,1,0,1,1,1,17362.1,0,0,0,0,0,0,0,0.009,0,0,0,0,,0,0,0,0,0,0,-0.009,0,-0.009,,,
624,1,1,1,1,1,1,1,1,1,1,1,1,17353.5,0.001,0.001,0.001,0.002,0.002,0.002,0.016,0.016,0.016,0.001,0.002,0,,0,0,0,0,0,0,0,0,0,,,
625,1,1,1,1,1,1,1,0,0,1,1,1,17369.25,-0.001,-0.001,-0.001,0.009,0.009,0.009,0.012,0,0,-0.001,0.009,0,,0,0,0,0,0,0,0,-0.012,-0.012,,,
626,0,1,1,0,1,0,0,0,0,1,1,1,17355.3,0,0.001,0.001,0,0.016,0,0,0,0,0.001,0.016,0,,-0.001,0,0,-0.016,0,-0.016,-0.002,-0.002,-0.002,,,
627,1,1,0,1,1,0,1,0,0,1,1,1,17380,0.008,0.008,0,0.012,0.012,0,0.01,0,0,0.008,0.012,-1,,0,0,-0.008,0,0,-0.012,0,-0.01,-0.01,,,
628,1,1,0,1,1,0,1,0,0,1,1,1,17519.45,0.006,0.006,0,-0.007,-0.007,0,0.002,0,0,0.006,-0.007,0,,0,0,-0.006,0,0,0.007,0,-0.002,-0.002,,,
629,1,1,0,1,1,0,0,1,0,1,1,1,17629.5,-0.003,-0.003,0,-0.004,-0.004,0,0,0.011,0,-0.003,-0.004,-1,,0,0,0.003,0,0,0.004,-0.011,0,-0.011,,,
630,1,1,0,1,0,0,0,0,0,1,1,1,17585.15,-0.011,-0.011,0,-0.002,0,0,0,0,0,-0.011,-0.002,0,,0,0,0.011,0,0.002,0.002,-0.015,-0.015,-0.015,,,
631,1,0,1,1,0,1,1,0,1,1,1,1,17396.9,0.009,0,0.009,0.024,0,0.024,0.026,0,0.026,0.009,0.024,0,,0,-0.009,0,0,-0.024,0,0,-0.026,0,,,
632,1,0,1,1,0,1,1,0,1,0,1,0,17562,-0.001,0,-0.001,0.017,0,0.017,0.011,0,0.011,0,0.017,0,,0,0.001,0,0,-0.016,0,0,-0.011,0,,,
633,1,0,0,1,0,0,1,0,0,1,1,1,17546.65,0.016,0,0,0.018,0,0,0.009,0,0,0.016,0.018,0,,0,-0.016,-0.016,0,-0.017,-0.017,0,-0.009,-0.009,,,
634,1,0,0,0,0,0,0,0,0,0,1,0,17822.95,0.002,0,0,0,0,0,0,0,0,0,-0.004,0,,0,-0.002,-0.002,0.004,0.004,0.004,0.012,0.012,0.012,,,
635,0,1,0,0,1,1,0,1,1,1,1,1,17853.2,0,0,0,0,-0.008,-0.008,0,-0.018,-0.018,0,-0.008,0,,0,0,0,0.008,0,0,0.018,0,0,,,
636,0,1,0,0,1,1,0,1,1,1,1,1,17855.1,0,-0.006,0,0,-0.013,-0.013,0,-0.009,-0.009,-0.006,-0.013,0,,0.006,0,0.006,0.013,0,0,0.009,0,0,,,
637,0,0,0,0,0,0,0,0,1,1,1,1,17748.6,0,0,0,0,0,0,0,0,0.004,-0.002,-0.012,0,,0.002,0.002,0.002,0.012,0.012,0.012,-0.004,-0.004,0,,,
638,0,0,1,0,0,1,0,0,1,1,1,1,17711.3,0,0,-0.005,0,0,-0.001,0,0,-0.004,-0.005,-0.001,0,,0.005,0.005,0,0.001,0.001,0,0.004,0.004,0,,,
639,1,0,1,1,1,1,1,1,1,1,1,1,17618.15,-0.005,0,-0.005,0.012,0.012,0.012,0.01,0.01,0.01,-0.005,0.012,0,,0,0.005,0,0,0,0,0,0,0,,,
640,0,0,1,0,1,1,0,1,1,1,1,1,17532.05,0,0,0.009,0,0.006,0.006,0,0.021,0.021,0.009,0.006,0,,-0.009,-0.009,0,-0.006,0,0,-0.02,0,0,,,
641,0,1,1,0,1,1,0,1,0,1,1,1,17691.25,0,0.007,0.007,0,0.006,0.006,0,0.014,0,0.007,0.006,0,,-0.007,0,0,-0.006,0,0,-0.014,0,-0.014,,,
642,0,1,0,0,1,0,0,1,0,1,1,1,17822.3,0,-0.01,0,0,0.004,0,0,0.01,0,-0.01,0.004,0,,0.01,0,0.01,-0.004,0,-0.004,-0.009,0,-0.009,,,
643,1,1,1,1,1,1,1,1,1,1,1,1,17646,0.008,0.008,0.008,0.017,0.017,0.017,0.029,0.029,0.029,0.008,0.017,0,,0,0,0,0,0,0,0,0,0,,,
644,1,1,1,1,1,0,1,1,0,1,1,1,17790.35,0.006,0.006,0.006,0.011,0.011,0,0.031,0.031,0,0.006,0.011,0,,0,0,0,0,0,-0.011,0,0,-0.03,,,
645,0,1,0,0,0,0,0,0,0,1,1,1,17895.2,0,0.003,0,0,0,0,0,0,0,0.003,0.015,0,,-0.003,0,-0.003,-0.015,-0.015,-0.015,-0.031,-0.031,-0.031,,,
646,1,0,0,1,0,0,1,0,0,1,1,1,17945.95,0.003,0,0,0.022,0,0,0.026,0,0,0.003,0.022,0,,0,-0.003,-0.003,0,-0.021,-0.021,0,-0.026,-0.026,,,
647,1,1,0,1,1,0,1,1,0,1,1,1,17991.95,0.009,0.009,0,0.027,0.027,0,0.015,0.015,0,0.009,0.027,0,,0,0,-0.009,0,0,-0.026,0,0,-0.015,,,
648,1,1,0,1,1,0,1,0,0,1,1,1,18161.75,0.01,0.01,0,0.014,0.014,0,0.001,0,0,0.01,0.014,0,,0,0,-0.01,0,0,-0.014,0,-0.001,-0.001,,,
649,0,0,0,0,0,0,0,0,0,1,1,1,18338.55,0,0,0,0,0,0,0,0,0,0.008,-0.004,0,,-0.007,-0.007,-0.007,0.004,0.004,0.004,0.012,0.012,0.012,,,
650,0,0,0,0,0,0,0,0,0,1,1,1,18477.05,0,0,0,0,0,0,0,0,0,-0.003,-0.016,0,,0.003,0.003,0.003,0.016,0.016,0.016,0.019,0.019,0.019,,,
651,1,0,1,1,0,1,1,0,1,1,1,1,18418.75,-0.008,0,-0.008,-0.016,0,-0.016,-0.008,0,-0.008,-0.008,-0.016,0,,0,0.008,0,0,0.017,0,0,0.008,0,,,
652,1,0,0,1,0,0,1,0,1,1,1,1,18266.6,-0.005,0,0,-0.008,0,0,-0.003,0,-0.003,-0.005,-0.008,0,,0,0.005,0.005,0,0.008,0.008,0,0.003,0,,,
653,0,0,0,0,0,1,0,0,1,1,1,1,18178.1,0,0,0,0,0,0.005,0,0,-0.018,-0.003,0.005,0,,0.003,0.003,0.003,-0.005,-0.005,0,0.018,0.018,0,,,
654,0,0,0,0,0,0,0,0,1,1,1,1,18114.9,0,0,0,0,0,0,0,0,-0.024,0.001,0.005,0,,-0.001,-0.001,-0.001,-0.005,-0.005,-0.005,0.025,0.025,0,,,
